JO_REQST_NO,CMPNY_NM,JO_SJ,JOBCODE_NM,CAREER_CND_NM,ACDMCR_NM,EMPLYM_STLE_CMMN_MM,HOPE_WAGE,WORK_PARAR_BASS_ADRES_CN,SUBWAY_NM,WORK_TIME_NM,HOLIDAY_NM,WEEK_WORK_HR,RCEPT_CLOS_NM,RCEPT_MTH_NM,PRESENTN_PAPERS_NM,MNGR_PHON_NO,BSNS_SUMRY_CN,DTY_CN,RET_GRANTS_NM,JO_FEINSR_SBSCRB_NM,JO_REG_DT,WELFARE_CN,직무상세성점수,기업소개점수,급여품질점수,복지점수,근무조건점수,출퇴근편의점수,종합점수,등급
H954202607161263,딸내미재가노인복지센터,요양보호사 모집,재가 간병인,무관,관계없음,상용직,시급 / 10320원 ,경기 이천시상봉4리 회관근처,,(근무시간) (정오) 12시 00분 ~ (오후) 6시 30분,기타,,마감일 (2026-09-15),고용24 입사지원   ,이력서   ,031-644-3805,재가 요양,"*요양보호사 선생님 모집

1.남자 1등급 60대

2.신체, 정서, 일상, 개인위생 12~18시 30분(휴게시간 30분포함)

3.근무시간 각각 6시간

4.토요일~ 일요일(주말만 근무)

5.급여 :시급 13,100 (주휴수당포함)+중증수당+교통비지원

이천시 딸내미재가노인복지센터로 전화문의 부탁드립니다",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,6.5,5.0,18.0,7.4,11.0,7.0,54.9,D
H954202607161027,주식회사 희원빌,[양서면] 요양원 요양보호사(퐁당당 1명) 구인,간병인(재가 제외),무관,관계없음,계약직,월급 / 240만원 ,경기 양평군희원빌,,퐁당당근무( 1일근무 2일휴무),주5일근무,40,마감일 (2026-09-15),방문 기타  ,이력서 기타  ,031-770-1022,노인복지시설 운영 및 관리,"* 채용직종 : 요양원 요양보호사 ( 퐁당당 근무 1명)
* 직무내용 : 어르신 케어
* 근무시간 : 
  - 퐁당당 : 1일 근무후 2일 휴무(09:00~익일 09:00)
  -  급여 : 월 240만원
* 채용담당 : 황현숙 031-774-4786",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,6.5,5.0,20.0,7.4,20.0,7.0,65.9,C
H954202607201052,TK트래블,"여행사 상품개발 OP,CS담당자 모십니다.",미용·여행·숙박 관리자,무관,관계없음,상용직,최소연봉 / 2800만원 ,서울 동대문구,,"※ 상세 근무시간

■요일 : 평일기준 / 주말,공휴일 휴무
■연차 : 근로기준법",주5일근무,40,마감일 (2026-09-15),고용24 입사지원   ,이력서 자기소개서  ,02-2004-7321,"인트라바운드, 인바운드, PMS솔루션, B2B 네트워크, 여행플렛폼 운영  정보통","여행사 상품개발 OP,CS담당자 업무
온라인플랫폼 / 인바운드 / 인트라바운드 / 아웃바운드 FIT 전무 회사

- 여행대장 상품 소싱 및 개발  
- 여행상품 판매 및 OP / CS
- 간단한 여행사 사무 보조 업무
- 여행업도 배우고 외국어도 배울수 있는 회사
- 국내 해외 여행을 좋아하고 자유여행에 관심이 있는분 
- tourboss.co.kr

※ 여행에 관심있고 성격 활발하고 오래 재직 할 수 있는 분이면 누구나 나이/성별/학력 무관으로 지원 가능합니다.


4대보험 지원 / 연차 / 연말 성과급 지원",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-20,,17.5,5.0,20.0,7.4,20.0,7.0,76.9,B
H954202607160762,삼우서비스 주식회사,래미안 블레스티지 아파트 커뮤니티 공용부문 미화 ,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",무관,관계없음,계약직,월급 / 241만원 ,서울 강남구,,"- 화요일 6-15시 
  수,목,금,토 6-14시
 일요일 9-18시(격주 근무)
 월요일 휴무",주6일근무,39,마감일 (2026-09-15),방문   ,이력서   ,02-3423-5588,"건물청소,소독,시설경비","-- 강남구 선릉로 8 래미안블레스티지 커뮤니티 미화
- 화요일 6-15시 
  수,목,금,토 6-14시
 일요일 9-18시(격주 근무)
 월요일 휴무
- 월 2.414.000원",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,5.0,5.0,20.0,7.4,20.0,7.0,64.4,C
H954202607160817,시립 해오름 어린이집,시립해오름 어린이집 담임교사 채용,유치원 교사,무관,관계없음,계약직,월급 / 230만원 ,경기 파주시,,(근무시간) (오전) 9시 00분 ~ (오후) 6시 00분,주5일근무,40,마감일 (2026-09-15),고용24 입사지원   ,이력서 자기소개서 경력증명서 ,031-940-9783,시립어린이집/보육,"시립해오름 어린이집 담임교사 채용

/  영아들의 보육과 관리 및 어린이집 업무
/ 자격조건 : 보육교사, 또는 유치원정교사자격증 소지자 
/ 근무시간 :  주5일 09:00~18:00 (주40시간),휴게시간:13:00~14:00 원사정에 따라 유동적
/ 1식제공
/ 급여: 230만원 , 국공립어린이집 인건비 기준에 따라 받음
/ 문의 : 031-934-0815",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,13.0,5.0,20.0,7.4,20.0,7.0,72.4,B
H954202607160587,웰키즈어린이집,1세 신설반 담임교사 모집,보육 교사,신입,관계없음,상용직,월급 / 216만원 ,인천 연수구123동1층,,(근무시간) (오전) 9시 00분 ~ (오후) 6시 00분,주5일근무,40,마감일 (2026-09-15),   ,이력서 자기소개서 졸업증명서 경력증명서,032-460-4838,영유아 보육서비스제공,"- 1세 신설반 담임교사
- 근무시간 / 9-18시, 주5일
- 급여 : 2,156,880원
* 보육교사 자격증 필수",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,5.0,6.2,20.0,7.4,20.0,4.0,62.6,C
H954202607160996,(주)동원가구,제품관리 현장직,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",무관,관계없음,상용직,월급 / 216만원 ,경기 용인시,,(근무시간) (오전) 5시 00분 ~ (오후) 1시 30분,주5일근무,40,마감일 (2026-09-15),고용24 입사지원   ,이력서 경력증명서  ,031-289-2215,가구/목재/종이/출판,"-제품 상차작업
-익일 제품 준비 도움작업",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,5.0,5.0,20.0,7.4,20.0,7.0,64.4,C
H954202607160108,(주)밝은티에스,[신대방동] 전문건설회관 사옥 경비원 구인//주간근무,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",무관,관계없음,계약직,월급 / 247만원 ,서울 동작구,,08:00~18:00(휴게 2시간)/주5일(평일/일근직),주5일근무,40,마감일 (2026-09-15),방문 기타  ,이력서   ,02-3282-9234,"사설 경비, 미화, 소독","* 전문건설회관 사옥 경비(의전)업무
* 건물내 순찰 및 현관 외부민 접대
* 08:00~18:00(휴게 2시간)/주5일(평일/일근직)
* 급여 247만원
* 경력무관/경비이수증 필수
* 신대방동/보라매병원역 인근
* 이력서 사진찍어 (주)밝은티에스 곽동읍팀장님께 문자 발송(010-6346-3394)",해당없음,고용보험 산재보험 건강보험 국민연금,2026-07-16,,6.5,5.0,20.0,6.2,20.0,7.0,64.7,C
H954202607161312,주식회사 삼구에프에스,[평일 주5일or 수목휴무 주5일/용인 삼성 기흥 해피홈기숙사 조리보조 구인] ,단체 급식 보조원,무관,관계없음,상용직,월급 / 163만원 ,경기 용인시해피홈기숙사,,"▶근무요일 : 평일 주5일

▶근무시간 : 04:00~10:30 (휴게시간 09:00~09:30)/주30시간",주5일근무,25,마감일 (2026-09-15),방문 고용24 입사지원  ,이력서   ,02-2639-2171,음식료·외식·프랜차이즈,"[평일 주5일 약 223만/삼성 기흥 해피홈기숙사 급식 보조 구인]

▶업무 : Sr6, 에듀센터로 직제조 및 급식 보조업무 등

▶근무요일 : 평일 주5일

▶근무시간 : 04:00~10:30 (휴게시간 09:00~09:30 )/주30시간

▶급여 : 월 2,230,000~2,500,000원 (근무시간에 따라 협의가능

▶모집인원 : 1명

▶근무지 : 경기도 용인시 기흥구 농서로84

▶기타 : 장기근무자 우대/ 단체급식경험자 우대/ 보건증 필수

--------------------------------------------------------------------------------

[주5일, 수목휴무, 시급 12,500원/삼성전자 기흥 해피홈기숙사 조리원 구인]

▶업무 : 구내식당 내 홀, 배식, 세척업무 등

▶ 근무요일 : 수목휴무/주 5일 근무

▶ 근무시간 : 16:00~21:30 (휴게시간 20:00~20:30) /주25시간

▶급여 : 급여 월 1,627,500원~1,800,000원 (근무시간에 따라 협의가능)

▶모집인원 : 1명

▶무지 : 경기도 용인시 기흥구 농서로 84

▶기타 : 장기근무자 우대/ 단체급식경험자 우대/ 보건증 필수",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,11.5,5.0,20.0,7.4,20.0,7.0,70.9,B
H954202607161168,일성건설(주),[일성건설 고객지원센터] 준공 후 아파트 기동팀 엔지니어 직원 채용,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),경력,관계없음,계약직,최소연봉 / 3540만원 - 면접 후 협의가능 ,경기 용인시B105호,,(근무시간) (오전) 8시 00분 ~ (오후) 5시 30분,주6일근무,40,마감일 (2026-09-15),고용24 입사지원   ,이력서   ,031-289-2298,"일반토목,건축공사","？？ 담당 업무
1. 하자보수 및 CS 관리

  1) 준공 후 아파트 및 오피스텔 하자보수 및 민원 처리

  2) 세대별 하자 내용 확인 후 협력업체 선정 및 관리

2. 기술 및 보수 업무

  1) 개인 역량에 따른 직접 보수 작업 (내장목공, 타일, 방수, 도배  등) 및 보조 업무 수행

3. 하자 조사 및 문서 관리

  1) 하자 발생 원인 조사 및 관련 업체 전달

  2) 간단한 문서 작성 (예: 사진대지 작성 및 정리)

？？ 근무지 및 근무 조건
1. 기본 근무지: 용인 죽전 일성트루엘 (일성건설 고객지원센터) 출근

2. 근무 주소: (16905) 경기도 용인시 기흥구 용구대로2469번길 10

3. 현장 출장 업무: * 전국 CS 라운지 현장 하자 관리 및 민원 처리 지원

  1)지원 사항: 출장비(식대, 숙소비) 전액 지원, 법인 차량 제공",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,17.5,5.0,20.0,7.4,20.0,7.0,76.9,B
H954202607160681,고수련데이케어센터,고수련) 데이케어센터 요양보호사 모집 ,간병인(재가 제외),무관,관계없음,상용직,시급 / 10320원 - 면접 후 협의가능 ,서울 노원구,,(근무시간) (오후) 2시 00분 ~ (오후) 6시 30분,주5일근무,,마감일 (2026-09-15),방문 우편 팩스 고용24 입사지원,이력서   ,02-2171-1744,노인 요양 복지시설,"고수련데이케어센터 요양보호사 선생님을 모집합니다.

1. 모집내용 및 요건
① 모집직종 : 요양보호사 
② 채용인원 : 1명 
③ 근무형태 : 월~토 주5일 (주 20시간)  
   * 토요일 근무 필수 / 평일 대체휴무   
④ 직무내용 : 송영서비스, 어르신 케어, 프로그램 보조, 식사 및 간식 보조
⑤ 근무시간 :  14:00 ~ 18:30 (휴게시간 30분)
   * 어르신 송영스케줄에 따라 변동이 있을 수 있습니다.     
 ⑥ 급    여 : 시급 10,320원(월급으로 지급)
 
2. 응시자격 
① 요양보호사자격증
② 운전면허증 

3. 제출서류 
① 이력서(최근 6개월 이내 증명사진 부착) 
② 추가 서류는 최종합격시 제출  

4. 기타 
-응시자가 선발예정 인원수와 같거나 미달하더라도 적격자가 없다고 판단되는 경우에는 선발하지 않을 수 있으며 적격자가 없을시는 재공고 합니다. 
-허위기재 또는 기재 착오, 구비서류 미제출 등으로 인해 받는 불이익은 응시자 본인의 책임으로 합니다. 

5. 제출방법 
- 워크넷 또는 이메일(gosuryeon2025@naver.com) 
- 이메일 접수 후 문자
- 문의전화 02-978-0011 

6. 접수기한 
- 적격자 채용 시까지 
- 서류 합격자에 한하여 개별 연락",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,11.5,5.0,18.0,7.4,16.0,7.0,64.9,C
H954202607160657,더원케어,재가 요양보호사 구합니다,재가 간병인,신입,관계없음,상용직(시간제),시급 / 10320원 ,경기 용인시,,(근무시간) (오전) 10시 00분 ~ (오후) 1시 00분,주5일근무,15,마감일 (2026-09-15),고용24 입사지원   ,기타   ,031-8024-9831,노인 요양,"1.업      무: 3등급 여자어르신 

2.근무시간:  주 5회 3시간씩 (월~금)  10:00~13:00 / 
                

3.시 급 총액 : 13,200원(최저시급 10,030원에 주휴나 연차 수당 등 포함)

4.주       소:  경기 용인시 처인구 남사읍 천덕산로74번길 25 (봉명리)

5. 서비스 내용
- 식사 챙겨 드리기
- 약 복용 도움
- 가사 및 일상생활 도움
- 병원동행",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,10.0,5.0,18.0,7.4,20.0,7.0,67.4,C
H954202607160859,케어닥 재가방문요양돌봄센터 명일 파트너점,(강일동/3등급할머니/1000-1300)재가요양보호사 모집....,재가 간병인,신입,관계없음,상용직(시간제),시급 / 10320원 ,서울 강동구,,(근무시간) (오전) 10시 00분 ~ (오후) 1시 00분,주5일근무,30,마감일 (2026-09-15),방문   ,이력서   ,02-3425-5836,방문요양,"-근무지: 아리수로97길68
-대상자: 3급할머니(10:00-1300)
-시   급: 10,320원(기타, 연차 및 주휴수당 포함시 13,200)
-업   무: 부축,빨래, 청소, 말벗, 요리, 복약도움,  식사준비등
-담당자: 010-5182-7293",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,6.5,5.0,18.0,7.4,20.0,7.0,63.9,C
H954202607161175,드림보트어린이집,HD현대 글로벌R&amp;D센터 드림보트 어린이집에서 함께 근무하실 조리원 선생님을 구인합니다.  ,,무관,관계없음,상용직,월급 / 253만원 ,경기 성남시에이치디현대 글로벌R&D센터 드림보트 어린이집,,"** 근무시간: (8시간 근무, 1시간 휴게)
오전조) 06:00~15:00
오후조) 10:00~19:00",주5일근무,40,마감일 (2026-09-15),방문 고용24 입사지원 기타 ,이력서 경력증명서  ,031-739-4990,직장어린이집,"안녕하세요.
분당 정자동에 위치한 HD 현대 글로벌 R&D센터 드림보트 어린이집에서 
어린이들과 교직원들에게 제공되는 조리실에서 근무하시는 조리 및 조리보조 선생님을 구인합니다. 


1) 주된 업무: '조리 및 조리보조'
조리 가능하시며, 손이 빠르고, 깨끗한 조리 환경을 유지할 수 있는 선생님께서 많은 지원바랍니다!

2) 근무시간: 8시간근무, 1시간휴게 ( 일주일 교대 근무 )
오전조) 06:00~15:00(오전 30분~1시간, 연장근무로 05:00~05:30 출근합니다!)
오후조) 10:00~19:00


3) 급여: 보육사업안내 조리원 호봉표 기준
*  2,531,100원 [1호봉+처우개선비(기업)+기타수당(대지급금)] [세전금액]
 -> 어린이집/유치원/학교 조리 경력증명서 제출하시면, 경력 반영 가능합니다.

* 매 달 지급되는 연장근로수당(고정시간외)이 있습니다.
* 별도로 명절, 스승의 날, 여름휴가비 상여금이 있습니다.
(자세한 금액은 면접 시 안내드립니다.)4) 기타

* 평균 영유아 200명 , 교직원 80명 입니다.
* 식사제공: 아침, 점심, 오후간식, 저녁 제공
* 4대보험 가입, 퇴직연금제도 적용, 연차제도 있습니다
* 오전 근무를 위해 차량 필수(주차지원 가능)

* 오시는 방법: 정자역 2번출구 에서 마을버스 2번을 타고 '현대중공업R&D센터 정류장' 에서 하차하시면 됩니다.
* 궁금하신 점 있으시면 어린이집으로 편하게 전화주세요! [02-500-4834]",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,13.0,5.0,20.0,7.4,20.0,7.0,72.4,B
H954202607160754,구립다해어린이집,구립어린이집 조리사 채용,,무관,관계없음,상용직,월급 / 223만원 ,서울 마포구,,(근무시간) (오전) 8시 00분 ~ (오후) 5시 00분,주5일근무,40,마감일 (2026-09-15),   ,이력서 자기소개서 경력증명서 ,02-3153-9957,보육서비스,"- 어린이 급간식 업무
- 급여기준 : 보건복지부 기준 호봉제(1호봉 기준 2,231,100원)
- 근무시간 : 8:00~17:00 (휴게 1시간)
- 조리사 1명 ",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,6.5,5.0,20.0,7.4,20.0,4.0,62.9,C
H954202607161194,자연닮은어린이집,어린이집 조리사 채용,,경력,관계없음,상용직(시간제),월급 / 190만원 ,경기 용인시롯데캐슬에코1단지103동앞쪽자연닮은어린이집,,(근무시간) (오전) 8시 30분 ~ (오후) 3시 30분,주5일근무,32,마감일 (2026-09-15),고용24 입사지원   ,이력서 자기소개서 경력증명서 ,031-289-2215,보육시설운영업,어린이집조리사,퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,5.0,5.0,20.0,7.4,20.0,7.0,64.4,C
H954202607200005,서울시니어스타워 (주)강서본부,주간보호센터 요양보호사 구인,간병인(재가 제외),무관,관계없음,계약직,월급 / 216만원 ,서울 강서구2층 강서시니어스주야간보호센터,,(근무시간) (오전) 9시 00분 ~ (오후) 6시 00분,주5일근무,40,마감일 (2026-09-15),방문 고용24 입사지원  ,이력서 자기소개서  ,02-2063-6725,노인복지시설 운영,"[모집분야] 주간보호센터 요양보호사 구인

[주요업무] 
1. 송영차량 운행  및 송영보조
2. 어르신 건강관리 및 각종 케어
3. 프로그램 진행 및 보조
4. 안전 및 위생 관리
5. 서류 업무(급여제공기록지, 상태변화기록지)

[자격요건] 
1. 요양보호사 1급 자격증 , 2종 이상 운전면허증 보유(카니발 운전 가능)
2. 경력무관
3. 범죄경력조회 확인 가능한 자

[근무시간]
1. 주 5일 근무[토, 일 근무 시 평일 대체 휴무]
2. 09:00 ~ 18:00 [1시간 휴무], 휴무자 있을 시 근무시간 변동 있음.

[우대사항] 
1. 유사기관  관련 근무 경력자
2. 카니발 차량 운전 경력자

[복리후생] 
1. 명절 상여금 및 선물
2. 우수사원 포상
3. 시간 외 수당,  식사 제공
4. 퇴직연금

[급여]
1. 회사 내규에 따름.

[제출 서류] 
1. 이력서, 자기 소개서
2. 요양보호사 1급 자격증 , 2종 이상 운전 면허증",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-20,,13.0,5.0,20.0,7.4,20.0,7.0,72.4,B
H954202607201587,말벗노인재가센터,[잠실파크리오아파트/주5일/3등급 남자어르신/8시-11시] 재가요양보호사 구인,요양 보호사 및 간병인,신입,관계없음,상용직(시간제),시급 / 10320원 ,서울 송파구,,(근무시간) (오전) 8시 00분 ~ (오전) 11시 00분,주5일근무,15,마감일 (2026-09-15),고용24 입사지원 기타  ,기타   ,070-4322-2659,"방문요양, 방문목욕","직무내용
- 요양보호대상자: 3등급 할아버님(88세, 딸과 거주중)
- 근무지: 서울특별시 송파구 올림픽로 435
- 근무시간: 주5일/ 8-11시
- 직무내용: 거동가능, 가사도움, 일상생활도움 등
- 문의: 010-4278-0086",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-20,,5.0,5.0,18.0,7.4,20.0,7.0,62.4,C
H954202607161305,참좋은요양원,[화도읍 / 참좋은요양원] 함께하실 요양보호사님을 모십니다.,간병인(재가 제외),무관,관계없음,계약직,월급 / 246만원 ,경기 남양주시참좋은요양원,,"주주야야비비

주간근무 : 09:00 ~ 18:00
야간근무 : 18: 00 ~ 09:00",주5일근무,40,마감일 (2026-09-15),방문 팩스 고용24 입사지원 ,이력서 자기소개서  ,031-560-1965,노인요양시설,"저희 기관 어르신들과 함께 청춘항해를 떠나실 성실한 요양보호사 선생님을 모십니다^^

참좋은요양원은 어르신들의 자기결정권을 존중하며,
함께 '진짜요양케어'의 실현을 꿈꾸는 요양보호사 선생님들을 환영합니다!

종사자 분들의 복지와 의견을 최대한 귀 기울여 들으며,
현장과 실무의 목소리를 귀하고 중하게 여기는 시설이오니
요양보호사 선생님들의 많은 지원 바랍니다.


● 근무형태:  교대근무 / 주주야야휴휴 (주간 09:00~18:00 / 야간18:00~09:00)
          
● 급여 :  2,460,000 ~ 2,660,000원

● 복리후생 :
 (1) 기관 자체 장기근속수당(1년 이상 근무자)
 (2) 국민건강보험공단 장기근속수당(1년 이상 근무자)
 (3) 명절 선물
 (4) 각종 상여 제도 등

● 업무분야 : 시설 입소 어르신 요양 케어 돌봄 및 기타 관련 업무

● 문의전화 :
O1O-5 6 8 7-6 7 7 3
031-592-7771

● 근무장소 : 참좋은요양원 / 남양주시 화도읍 마치로 147-77
(스키장마을 한누리요양병원 근처 / 강동빌라, 경성큰마을1단지 근처)


▶ 채용절차 :
1차) 서류전형
2차) 면접

▶ 필요서류 :
1) 이력서
2) 자격증 사본",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,13.0,5.0,20.0,7.4,20.0,7.0,72.4,B
H954202607160450,오산참요양원,주주 야야 비비  요양보호사 모집,간병인(재가 제외),무관,관계없음,계약직,월급 / 240만원 ,경기 오산시양우프라자 5층,,"(근무시간) (오전) 9시 00분 ~ (오후) 6시 00분 /휴게시간 1시간
(야간) 오후 18",주5일근무,40,마감일 (2026-09-15),방문 고용24 입사지원  ,이력서   ,031-8024-9831,노인 요양 시설,"오산참요양원에서 함께 하실 요양보호사 선생님을 모십니다

(주주비비야야 근무) 
- 주간 09:00~ 18:00 휴게시간 1시간
- 야간 18:00~ (익일) 09:00 휴게시간 6시간
-패턴 근무표에 따른 근무
-주 40시간 이상 초과 근로시 수당 지급

(주간 근무)
- 주간 09:00~18:00 휴게시간 1시간
 
*4대보험, 퇴직금, 연차, 직원생일자 축하, 근속장려금, 명절 상여금, 분기 포상,식사제공",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,10.0,5.0,20.0,7.4,20.0,7.0,69.4,C
H954202607161138,씨제이프레시웨이주식회사,하남시 마루공원 장례식장 조리원 채용,단체 급식 보조원,무관,관계없음,계약직,시급 / 12000원 ,경기 하남시마루공원 장례식장 식당,,직무내용 참고,주5일근무,,마감일 (2026-09-15),고용24 입사지원   ,이력서   ,031-289-2298,기타음식료품 외,"● 근무형태
- CJ프레시웨이 자체계약직

● 근무조건
- 업무내용 : 음식조리, 전처리, 세척 등
- 근무요일 : 주 5일 스케줄 근무
- 근무시간 : 07:00-16:00 / 13:00-22:00 (교대근무)
- 급여조건 : 시급 12,000원 / 6개월 이상 근속 시 매월 지원금 5만원 지급

● 지원조건 
- 보건증 소지자, 유사업무 경험자 우대",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,9.5,5.0,18.0,7.4,16.0,7.0,62.9,C
H954202607161118,강서행복누리재가복지센터,재가요양보호사 구인/화성시동탄/주5일/오전/5급/82세 할아버지,재가 간병인,신입,관계없음,상용직(시간제),시급 / 10320원 ,경기 화성시,,(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분,주5일근무,15,마감일 (2026-09-15),고용24 입사지원   ,이력서   ,02-2063-6725,재가복지,"*필수조건 : 치매교육이수자

*업무내용 : 말벗, 청소, 병원동행

*근무시간 :주5일 9시~12시

*시급 :13,000원(최저시급 10,320원+기타수당) 

*매우 온순하십니다.",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,6.5,5.0,18.0,7.4,20.0,7.0,63.9,C
H954202607160453,부모사랑복지센터,(덕풍동/5등급/오후)재가요양보호사 모집,재가 간병인,무관,관계없음,상용직(시간제),시급 / 10320원 ,경기 하남시(덕풍시장 뒤쪽) 면접시 상세주소 안내 예정,,12:00~15:00(주5일),주5일근무,15,마감일 (2026-09-15),기타   ,이력서 기타  ,02-3425-5834,방문요양 운영 등,"- 요양보호대상자: 5등급 할아버님(만 71세, 독거) / 치매교육 이수 필수
- 직무내용: 일상가사지원, 신체활동지원
- 장기요양급여 적용 근로시간 : 12:00~15:00(주5일)
- 장기요양급여: 시급 10,320원(주차, 연차, 기타수당 별도)
- 지원방법: 통화 후, 내방(010-8931-2472, 031-796-9907)",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,6.5,5.0,18.0,7.4,20.0,7.0,63.9,C
H954202607160440,에덴동산요양원,요양보호사 선생님 구합니다.(초보자 환영),간병인(재가 제외),무관,관계없음,계약직,월급 / 237만원 ,경기 김포시1층,,"주간 : (오전) 8시 00분~(오후) 5시 00분
야간 : (오후) 2시 00분~(오전) 8시 00분",주5일근무,40,마감일 (2026-09-15),방문 고용24 입사지원  ,이력서   ,031-999-0921,노인요양원,"▷ 입소자 목욕서비스 및 장기요양급여서비스 일체 제공.
▷ 입소자 생활 환경 관리
▷ 위생지도 
▷ 물품관리(개별물품 관리)
▷ 입소자 위생, 청결 상태 관리
▷ 장기요양급여서비스 기록 및 관리
▷ 시설물 관리
▷ 환경관리",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,6.5,5.0,20.0,7.4,20.0,7.0,65.9,C
H954202607160179,(주)청아판지팩,"골판지,칼라박스제조업 생산관리 사원모집",제조·생산 관리자,무관,관계없음,상용직,시급 / 10320원 - 면접 후 협의가능 ,경기 화성시,,(근무시간) (오전) 8시 30분 ~ (오후) 5시 30분,주5일근무,,마감일 (2026-09-15),방문 고용24 입사지원  ,이력서 자기소개서  ,031-290-0823,포장박스제조,"골판지 상자 ,칼라 상자 제조업체로서 생산 관리 사원을 모집합니다",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,6.5,5.0,18.0,7.4,16.0,7.0,59.9,C
H954202607160906,휴주간보호센터,주간보호센터 요양보호사 구인,간병인(재가 제외),무관,관계없음,계약직,월급 / 230만원 ,경기 화성시4층,,(근무시간) (오전) 8시 00분 ~ (오후) 5시 00분,주5일근무,40,마감일 (2026-09-15),방문   ,이력서   ,031-231-7908,노인 양로 복지시설,주간보호센터 내에서 어르신 돌봄 서비스 제공,퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,5.0,5.0,20.0,7.4,20.0,7.0,64.4,C
H954202607160931,튼튼병원,튼튼병원 총무과(장애인 채용전형) 사원을 모집합니다,,무관,관계없음,상용직,최소연봉 / 2588만원 - 면접 후 협의가능 ,경기 화성시튼튼병원,,(근무시간) (오전) 9시 00분 ~ (오후) 6시 00분,주5일근무,40,마감일 (2026-09-15),고용24 입사지원   ,이력서 자기소개서 졸업증명서 경력증명서,031-231-7908,일반 병원,"총무과 업무(시설관리, 관용차 운행, 사무보조 등)

시설관리 : 원내 시설관리 및 타 부서 시설 문제 발생시 대응

관용차 운행 : 외부 운행

사무보조 : 총무과 관리 문서 정리 및 작성 보조",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,8.0,5.0,20.0,7.4,20.0,7.0,67.4,C
H954202607160261,주식회사 와이어블,[문정동/코스닥상장사] 사무행정 부문 채용[경증 장애인 우대],,무관,관계없음,계약직,최소연봉 / 2926만원 ,서울 송파구,,09:00~18:00,주5일근무,40,마감일 (2026-09-15),고용24 입사지원   ,이력서 자기소개서 졸업증명서 경력증명서,02-2142-8482,무선통신 인프라 구측 및 유지관리,"[직무내용]
- 사무, 행정 업무 지원

[근로조건]
- 09:00~18:00 (주5일)

[복리후생]
- 4대보험
- 매월복지포인트
- 명절선물
- 커피 쿠폰 지급
- 동호회
- 자율 복장 등

[지원자격]
- 학력무관
- 경력무관
- 경증 장애인 우대

[지원방법]
- 이력서, 자기소개서, 경력증명서, 졸업(예정)증명서 제출",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-16,,8.0,5.0,20.0,7.4,20.0,7.0,67.4,C
H954202607200644,성경산업,MCT 경력자 모집,머시닝센터(MCT) 조작원,경력,관계없음,상용직,월급 / 380만원 ,경기 안산시성경산업,,(근무시간) (오전) 9시 00분 ~ (오후) 9시 00분,주5일근무,40,마감일 (2026-09-15),방문   ,이력서 자기소개서  ,031-412-6919,산업용 로봇 제조,"MCT,CNC 조작원
경력자 (10년 이상) 희망",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-20,,5.0,5.0,20.0,7.4,20.0,7.0,64.4,C
